Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
97E049E362FA5173E0531B96D48E86D3,AbOriginal Canadian Connexion Inc,AbOriginal Canadian Connexion Inc,ccts.1205@gmail.com,,,,Fredericton,New Brunswick,20 Polchies Court,,E3A5R8,We are a new company consisting of partners with varied business ownership and expertise Our partnership intends to jointly utilize our skillsets and network in the mediation of end suppliers of product andor services that match the contractual ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E362FA5173E0531B96D48E86D3,541990 - All Other Professional  Scientific and Technical Services,541611 - Administrative Management and General Management Consulting Services | ,C216C - Marine Architect and Engineering Services | N5610K - Seamless Flooring | WR2340 - MOTORCYCLES  MOTOR SCOOTERS AND BICYCLES - RENTAL | N1560 - Airframe Structural Components | R201A - General Office Help | N5995 - Cable  Cord  and Wire Assemblies  Communication Equipment | 5139C - General Heavy Construction | AA415504 - Aquaculture (R&D) | K113A - Snow Plowing and Removal | R010A - Internal and External Audits (Supply Arrangement PASS) | N1990 - Vessels  Miscellaneous | N7530 - Stationery and Record Forms | N7195 - Miscellaneous Furniture and Fixtures | N2815 - Diesel Engines and Components | 5153A - Roofing  Siding and Sheet Metal Installation Services | L099A - Financial and Related Services  N.E.S. | N8920 - Bakery and Cereal Products (replaced by gsin N8920Z) | N2320 - Trucks and Truck Tractors  Wheeled | 5162C - Plumbing Contractor Services | N7010 - Automatic Data Processing Equipment  System Configuration | 5161B - Heating  Ventilation and Air Conditioning Maintenance & Inspection Services | N7125 - Cabinets  Lockers  Bins and Shelving | WR1990 - Ships  Small Craft  Pontoons  and Floating Docks - Rental | R199X - Adjudication Services | N4520E - Tanks  Hot Water Storage (Domestic) | N6810 - Chemicals | N7050 - ADP Components | V201B - Rotary Wing Aircraft - Helicopter Charter | N4510AE - Plumbing Fixtures  Institutional | D304A - Data Transmission Service | N4110 - Refrigeration Equipment | AA415500 - Fisheries (R&D) | B206A - Energy Studies including Federal Buildings Initiative | T001B - Public Opinion Research - Qualitative | R019E - Business Services | WR2350A - SNOWMOBILE - RENTAL | N4510 - Plumbing Fixtures and Accessories | N2050 - Buoys | N6640 - Laboratory Equipment and Supplies | 5139D - General Marine Construction Work | N5130 - Hand Tools  Power-Driven | V001A - Freight and Cargo Services | U006C - Technical / Vocational Training | R109D - Translation Services | R019U - Professional Services / Program Research Analysis | N5650 - Roofing and Siding Materials | N4940L - Degreasers | G001A - Nursing Care Services | 5173B - Painting Work | N5340 - Hardware  Commercial | N4910E - Brake Service Equipment | D399A - Miscellaneous Communications Services | N4940 - Maintenance and Repair Shop Specialized Equipment  Miscellaneous | R199B - Miscellaneous Business Services | 5179I - Other Building Completion and Finishing | N5610L - Stone and Aggregate | N7045 - Computer Supplies | U003A - Reserve Training - Military | U099C - Educational Services  N.E.S. | E199D - Environmental Services | N4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment | N6505 - Drugs and Biologicals | N1940 - Small Craft | N3750 - Gardening Implements and Tools | N9420 - Fibers Vegetable  Animal and Synthetic | F010B - Forestry Services  Not Elsewhere Specified | V505A - Storage and Warehousing | C219D - Other Architectural and Engineering Services - Real Property | N5830 - Intercommunication and Public Address Systems  Except Airborne | 5174A - Floor and Wall Tiling Work | C211D - Architect and Engineering Services - Buildings | N9440 - Miscellaneous Crude Agricultural and Forestry Products | F010D - Agricultural Services  Not Elsewhere Specified | 5153B - Roofing and Waterproofing | V502A - Relocation Services | V001B - Trucking | N9110 - Fuels  Solid | N5930 - Switches | N9140 - Middle Distillate Fuels | N5835 - Sound Recording and Reproducing Equipment | N8105 - Bags and Sacks | WR1920 - FISHING VESSELS - RENTAL | B109A - Other Environmental Studies | N4940B - Auger Machines  Pipe and Sewer  Power Operated | N9150 - Oils and Greases  Cutting  Lubricating  and Hydraulic | D302A - Informatics Professional Services | N7910 - Floor Polishers and Vacuum Cleaning Equipment | 5112B - Demolition Work | G009D - Health and Allied Services  Not Elsewhere Specified | N7030 - ADP Software | N3540 - Wrapping and Packaging Machinery | N8405L - Jackets/Trousers/Coveralls/Slacks/Shorts | N1510 - Aircraft  Fixed Wing | N5836 - Video Recording and Reproduction Equipment | D317B - Information Retrieval Services  Database | N4130A - Air Conditioning and Heating Combination Components (Domestic) | N5610N - Asphalt  Petroleum  Roofing | U099S - Safety Training Courses | N4130 - Refrigeration and Air Conditioning Components | N7520 - Office Devices and Accessories | V502B - Hotels  Motels and Commercial Accommodation | C119A - Architectual Services - Buildings | T000H - Communication Writing and Editing Services | N8330 - Leather | 5179F - Building/Installation Special Trade Services  Not Elsewhere Specified | R103A - Courier Service | D316B - Telecommunications Network Services | 5176B - Wood and Metal Joinery and Carpentry | K108B - Laundry Services | N7230 - Draperies  Awnings and Shades | E108C - Hazardous Chemicals Removal | N3805 - Earthmoving and Excavating Equipment | T003A - Advertising | N2805 - Gasoline Reciprocating Engines (Except Aircraft) and Components | K107A - Landscaping and Horticultural Services | N5410 - Prefabricated and Portable Buildings | K102B - Food Catering Services | 5131C - Highways  Roads  Railways   Airfield Runways | N9330 - Plastics  Fabricated Materials | T014A - Publications | 5162A - Water Plumbing and Drain Laying Work | N5110 - Hand Tools  Edged  Nonpowered | T004B - Events Planning and Management | N5110Q - Stamp  Marking  Steel (Die Set  Metal Stamping  Hand) | N8115 - Boxes  Cartons and Crates | 5139B - Engineering Works  Not Elsewhere Specified | N5120 - Hand Tools  Nonedged  Nonpowered | N6220 - Electric Vehicular Lights and Fixtures | U008F - Training Analysis and Design Courses | N7020 - ADP Central Processing Unit (CPU  Computer) Analog | G009A - Dental Services | N2330 - Trailers | N9450 - Nonmetallic Scrap  Except Textile | N3610 - Printing  Duplicating and Bookbinding Equipment | N4210 - Fire Fighting Equipment | WR2420 - TRACTORS WHEELED - RENTAL | K100A - Cleaning and Maintenance  Janitorial | N2010 - Ship and Boat Propulsion Components | B103A - Water Quality Studies | G103B - Social Rehabilitation Services for Prisoners | 5164A - Electrical Installations and Major Repairs | N2540 - Vehicular Furniture and Accessories | M110A - Property Management - Office Space/Administrative Buildings | N4510GA - Plumbing Supplies  Fittings  Faucets  Etc. | N9430 - Miscellaneous Crude Animal Products  Inedible | N6830 - Gases  Compressed and Liquified | 5169D - Other Installation Work | K114B - Septic Tank/Latrine Service | WR2320 - TRUCKS AND TRUCK TRACTORS  WHEELED - RENTAL | 5139A - Construction Services  Not Elsewhere Specified | R123A - Organization Development | WR2330 - TRAILERS - RENTAL | S099A - Sanitary Services | N3610BEL - Photocopying Machines  Full Colour | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | N5805 - Telephone and Telegraph Equipment | L099B - Financial Management | N4940R - Cleaner  Pressure  Solvent-Water | N7810 - Athletic and Sporting Equipment | B101A - Environmental Impact Studies | N9130 - Liquid Propellants and Fuels  Petroleum Base | G102A - Recreational Services | AA910300 - Agriculture (R&D) | E108F - Northern Contaminated Site Environmental Clean-up Work/Services | N4920 - Aircraft Maintenance and Repair Shop Specialized Equipment | N7105 - Household Furniture | N3930 - Warehouse Trucks and Tractors  Self-Propelled | 5129B - Construction of Other Buildings | R114A - Logistics Support Services Military Aerospace Related | N2350 - Combat  Assault  and Tactical Vehicles  Tracked | 5133C - Waterways  Harbours  Dams and Other Water Works | N8135K - PLASTIC SHEET/TUBING  PLASTIC (PACKAGING) | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | N8325 - Fur Materials | N7021 - ADP Central Processing Unit (CPU  Computer) Digital | V401C - Bus Services | T000G - Communication Support Products | C111A - Architect/Engineer Services - Administration & Service Buildings | N5999 - Miscellaneous Electrical and Electronic Components | N7510 - Office Supplies | N3610BE - Photocopying Machines and Accessories | N6675 - Drafting  Surveying and Mapping Instruments | K199J - Locksmith Services | G103A - Welfare Services | N9410 - Crude Grade of Plant Materials | T019D - Survey Services  Interior and Exterior | N8960 - Beverages  Non-Alcoholic (replaced by gsin N8960Z) | N9999 - Miscellaneous Items | N8730 - Seeds and Nursery Stock | B308A - Accounting and Financial Management Studies | N1510A - Airplanes  Civil Certified | N7290 - Household and Commercial Furnishings and Appliances  Miscellaneous | 5169E - Doors and Windows Installation and Repair Services | N5510 - Lumber and Related Basic Wood Material | N5985 - Antennas  Waveguides and Related Equipment | N6910 - Training Aids | N7110 - Office Furniture | N7035 - ADP Support Equipment | E108A - Asbestos Removal Services | N5820 - Radio and Television Communications Equipment  Except Airborne | N6650 - Optical Instruments  Test Equipment  Components and Accessories | N3510 - Laundry and Dry Cleaning Equipment | V503B - Travel Management Services | N8915 - Fruits and Vegetables (replaced by gsin N8915Z) | AH215000 - Environmental Sciences: Air  Water Pollution and other (R&D) | WR2060 - COMMERCIAL FISHING EQUIPMENT - RENTAL | 5164C - Building Fire Protection Systems | WR2310 - PASSENGER MOTOR VEHICLES - RENTAL | V401B - Transportation | N4940T - Cleaner  Steam  Trailer Mounted | E103A - Water Quality Support Services | N5120N - Tradesman and Special Tasks Tools | N6625 - Electrical and Electronic Properties Measuring and Testing Instruments | N7025 - ADP Input-Output and Storage Devices | N4010 - Chain and Wire Rope | N4520A - Furnaces  Warm Air  Oil  Gas or Solid Fuel (Domestic) | N5810 - Communications Security Equipment and Components | N6525 - Imaging Equipment and Supplies: Medical  Dental  Veterinary | G009E - Medical/Dental Clinic Services | N5610 - Mineral Construction Materials  Bulk | T005A - Graphic Design Services - including website | N5133 - Drill Bits  Counterbores and Countersinks  Hand and Machine | 5177B - Interior Fitting Decoration Work | AG214598 - Liquid Natural Gas Pipeline Techonology  (R&D) | B302A - Feasibility Studies/Needs Analysis | JD1560 - Airframe Structural Components - Production Design | N1520A - Helicopters (Civilian) | N1550A - Drones  Unmanned Air Vehicle Manufacturers | N3610BEM - Photocopying Machines  Library Book | N3610BEN - Photocopying Machines  Engineering | N4910R - Testers  Automotive Equipment | N5610CC - Concrete  Air Entrainment Agent for Concrete Pavement | N5680M - Access Hatches  Building  General | N6840ABA - Deodorant  Air  Sanitizer  Aerosol | N6840B - DISINFECTANT | N6910100 - Training Aids  Electronic Navigational | N6910300 - TRAINING AIDS  ELECTRONIC  VEHICLE | N7910B - CLEANER  VACUUM  ELECTRIC/PNEUMATIC/MANUAL | N7910C - POLISHER AND SCRUBBER  FLOOR  ELECTRIC | N8105CA - BAG  TEXTILE  WOVEN PLASTIC | N8115AB - BOX  SHIPPING  FIBERBOARD  DOUBLE WALL (DEPENDENTS BOX) | N8135JB - PAPER  KRAFT  ENVELOPE (PACKAGING) | N8305BJ - CLOTH  BURLAP (JUTE FIBER) | N8305BS - CLOTH  FIBERGLASS | N8405CL - CAP  KNIT  MENS  TOQUE (INCLUDES BALACLAVA) | N8405JA - HAT  FUR FELT (RCMP AND PARKS) | N8410B - COAT/SKIRT  WOMEN'S (EXCEPT CLOTHING  SPECIAL PURPOSE) | N8415Q - JACKETS (CLOTHING  SPECIAL PURPOSE) | N8415XE - CLOTHING  SAFETY  FORESTRY | T009B - Motion Picture Production | T018C - Audio and Video | WR1940A - CANOES - RENTAL | ,
97E049E361305173E0531B96D48E86D3,Aboriginal Construction And Renovation Services,Aboriginal Construction And Renovation Services,stephenportelance@yahoo.com,,,,North York,Ontario,32 San Marinoway,,M3N2Y3,Construction - Renovation,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361305173E0531B96D48E86D3,236110 - Residential Building Construction,,5139A - Construction Services  Not Elsewhere Specified | ,
97E049E361515173E0531B96D48E86D3,Aboriginal Diamonds Group Ltd.,Aboriginal Diamonds Group Ltd.,dican@detoncho.com,,,,Yellowknife,Northwest Territories,P.O. Box 757,Main Stn,X1A2N6,Aboriginal Diamonds Group Ltd ADG the company is incorporated under the laws of Canada Diamonds International Canada DICAN Ltd provides professional rough diamond appraisal services Diamonds International Canada DICAN Ltd is owned ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361515173E0531B96D48E86D3,541990 - All Other Professional  Scientific and Technical Services,,R019U - Professional Services / Program Research Analysis | B308A - Accounting and Financial Management Studies | ,
97E049E360F85173E0531B96D48E86D3,Aboriginal Friendship Centre of Calgary,Aboriginal Friendship Centre of Calgary,info@afccalgary.org,,,http://www.afccalgary.org,Calgary,Alberta,101-427 51 Ave SE,,T2H0M8,The Aboriginal Friendship Centre of Calgary is a non-profit organization with a mandate to provide social cultural education transition and reintegration and employment services to the Aboriginal peoples within the Calgary Metropolitan area ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360F85173E0531B96D48E86D3,624190 - Other Individual and Family Services,624310 - Vocational Rehabilitation Services | ,G001A - Nursing Care Services | U099C - Educational Services  N.E.S. | G103B - Social Rehabilitation Services for Prisoners | G102A - Recreational Services | G103A - Welfare Services | ,
97E049E361CA5173E0531B96D48E86D3,Aboriginal Languages of Manitoba Inc.,Aboriginal Languages of Manitoba Inc.,mel@ablong.com,,,http://www.ablang.com,Winnipeg,Manitoba,119 Sutherland Ave,,R2W3C9,No description available,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361CA5173E0531B96D48E86D3,541930 - Translation and Interpretation Services,561410 - Document Preparation Services | ,,
97E049E364B75173E0531B96D48E86D3,Aboriginal Marketing Services,Aboriginal Marketing Services Corp.,ragarwal@sympatico.ca,,,http://aboriginalmarketingservices.ca,Ottawa,Ontario,7-2000 Thurston Dr.,,K1G4K7,Founded in 2012 Aboriginal Marketing Services is an award winning customer-driven innovative branding company that provides exceptional service to the Aboriginal Communities Aboriginal Marketing Services delights clients with one-stop sourcing ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364B75173E0531B96D48E86D3,541870 - Advertising Material Distribution Services,541891 - Specialty Advertising Distributors | ,R019E - Business Services | N8405L - Jackets/Trousers/Coveralls/Slacks/Shorts | T003A - Advertising | N3610BEL - Photocopying Machines  Full Colour | N9999 - Miscellaneous Items | N3610BEM - Photocopying Machines  Library Book | N8415Q - JACKETS (CLOTHING  SPECIAL PURPOSE) | N8415XE - CLOTHING  SAFETY  FORESTRY | ,
97E049E35F6A5173E0531B96D48E86D3,Aboriginal Multi-Media Society (AMMSA),Aboriginal Multi-Media Society (AMMSA),market@ammsa.com,,,http://www.ammsa.com/,Edmonton,Alberta,13245-146 St NW,,T5L4S8,No description available,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E35F6A5173E0531B96D48E86D3,519130 - Internet Publishing and Broadcasting  and Web Search Portals,813410 - Civic and Social Organizations | ,,
97E049E365AC5173E0531B96D48E86D3,Aboriginal People Solutions (APS) Ltd.,Aboriginal People Solutions (APS) Ltd.,aboriginalpeoplesolutions@gmail.com,,,,Anzac,Alberta,116 Singer Dr.,,T0P1J0,We are a labor supply and employee staffing company,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E365AC5173E0531B96D48E86D3,561310 - Employment Placement Agencies and Executive Search Services,,R019E - Business Services | ,
97E049E3602A5173E0531B96D48E86D3,Aboriginal Peoples Television Network,Aboriginal Peoples Television Network,info@aptn.ca,,,http://www.aptn.ca/,Winnipeg,Manitoba,339 Portage Ave,,R3B2C3,APTN is the first national Indigenous television network in the world with programming by for and about Indigenous Peoples to share with all Canadians as well as viewers around the world APTN is a mandatory service available in over 11 million ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3602A5173E0531B96D48E86D3,515120 - Television Broadcasting,,D316B - Telecommunications Network Services | ,
97E049E3638E5173E0531B96D48E86D3,Aboriginal Power Corp,Aboriginal Power Corp,michael@sunlogicspower.com,,,,Kelowna,British Columbia,1425 McCurdy RD,,V1P1B4,We supply solutions to energy and utility infrastructure We build own or co-own and operate infrastructure assets,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3638E5173E0531B96D48E86D3,237130 - Power and Communication Line and Related Structures Construction,541330 - Engineering Services | 541690 - Other Scientific and Technical Consulting Services | ,5139C - General Heavy Construction | N2815 - Diesel Engines and Components | N4510AE - Plumbing Fixtures  Institutional | N4110 - Refrigeration Equipment | N4510 - Plumbing Fixtures and Accessories | U006C - Technical / Vocational Training | N5650 - Roofing and Siding Materials | E199D - Environmental Services | N9110 - Fuels  Solid | N9140 - Middle Distillate Fuels | N9150 - Oils and Greases  Cutting  Lubricating  and Hydraulic | N4130A - Air Conditioning and Heating Combination Components (Domestic) | N5610N - Asphalt  Petroleum  Roofing | N4130 - Refrigeration and Air Conditioning Components | C119A - Architectual Services - Buildings | N3805 - Earthmoving and Excavating Equipment | N2805 - Gasoline Reciprocating Engines (Except Aircraft) and Components | N5410 - Prefabricated and Portable Buildings | N4210 - Fire Fighting Equipment | WR2420 - TRACTORS WHEELED - RENTAL | M110A - Property Management - Office Space/Administrative Buildings | N4510GA - Plumbing Supplies  Fittings  Faucets  Etc. | WR2320 - TRUCKS AND TRUCK TRACTORS  WHEELED - RENTAL | WR2330 - TRAILERS - RENTAL | N9130 - Liquid Propellants and Fuels  Petroleum Base | N5820 - Radio and Television Communications Equipment  Except Airborne | V401B - Transportation | N4520A - Furnaces  Warm Air  Oil  Gas or Solid Fuel (Domestic) | N5810 - Communications Security Equipment and Components | ,
97E049E361D95173E0531B96D48E86D3,Aboriginal Precision Products,Aboriginal Precision Products,,,,http://aboriginalprecisionproducts.com/main.html,Tilley,New Brunswick,188 Pearl Rd,,E7H3R8,Company Description Aboriginal Precision Products APP is a New Brunswick based 100 aboriginal owned precision manufacturing company We specialize in the fabrication production and manufacture - under contract or sub-contract - of quality ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361D95173E0531B96D48E86D3,332720 - Turned Product and Screw  Nut and Bolt Manufacturing,332710 - Machine Shops | ,N9330 - Plastics  Fabricated Materials | ,
92DDB59ADF0ACC47B3045D2BA753476A,Aboriginal Printing Corp,Aboriginal Printing Corp,steven@print-three.com,4168650188,4164317465,aboriginalprinting.com,Toronto,Ontario,25 King St W,,M5L2A1,Printing mailing and PPE products and services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=92DDB59ADF0ACC47B3045D2BA753476A, - ,511140 - Directory and Mailing List Publishers | 541430 - Graphic Design Services | 323114 - Quick Printing | 323115 - Digital Printing | 561910 - Packaging and Labelling Services | ,N3610 - Printing  Duplicating and Bookbinding Equipment | N3610BEL - Photocopying Machines  Full Colour | N3610BEM - Photocopying Machines  Library Book | N3610BEN - Photocopying Machines  Engineering | N8135JB - PAPER  KRAFT  ENVELOPE (PACKAGING) | ,
8FE1178340592E4DB7B7FC34D225C1EE,Aboriginal Procurement and Logistics,1095697 BC Ltd,,604-710-5443,,,Vancouver,British Columbia,2542-349 West Georgia Street,,V6B 3W8,Sourcing and trade company experienced in sourcing and delivering globally offering strategic professional end-to-end procurement logistics and supply chain solutions,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=8FE1178340592E4DB7B7FC34D225C1EE, - ,418990 - All Other Wholesaler-Distributors | ,N5610K - Seamless Flooring | N7125 - Cabinets  Lockers  Bins and Shelving | N5130 - Hand Tools  Power-Driven | N8305 - Textile Fabrics | N8105 - Bags and Sacks | N8405L - Jackets/Trousers/Coveralls/Slacks/Shorts | N7230 - Draperies  Awnings and Shades | N9330 - Plastics  Fabricated Materials | N5110 - Hand Tools  Edged  Nonpowered | N8115 - Boxes  Cartons and Crates | N5120 - Hand Tools  Nonedged  Nonpowered | N7810 - Athletic and Sporting Equipment | N2350 - Combat  Assault  and Tactical Vehicles  Tracked | N8135K - PLASTIC SHEET/TUBING  PLASTIC (PACKAGING) | N7510 - Office Supplies | N7110 - Office Furniture | N8105CA - BAG  TEXTILE  WOVEN PLASTIC | N8305BJ - CLOTH  BURLAP (JUTE FIBER) | N8305BS - CLOTH  FIBERGLASS | N8410B - COAT/SKIRT  WOMEN'S (EXCEPT CLOTHING  SPECIAL PURPOSE) | N8415Q - JACKETS (CLOTHING  SPECIAL PURPOSE) | ,
97E049E361CB5173E0531B96D48E86D3,Aboriginal Promotion Company,Aboriginal Promotion Company,info@aboriginalpromotion.com,,,http://www.Aboriginalpromotion.com,Brantford,Ontario,PO Box 2112 Stn Main,200-184 Mohawk St,N3T5Y6,We offer a variety of promotional items and material,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361CB5173E0531B96D48E86D3,541891 - Specialty Advertising Distributors,541899 - All Other Services Related to Advertising | ,,
97E049E361825173E0531B96D48E86D3,Aboriginal Smashers Demolition Ltd,Aboriginal Smashers Demolition Ltd,david.williams@smashersdemo.com,,,http://www.smashersdemo.com,Winnipeg,Manitoba,1442 Mathers Bay E,,R3M2J9,Demolition  Asbestos Remediation Contractor,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361825173E0531B96D48E86D3,562910 - Remediation Services,,5112B - Demolition Work | ,
